# wavelength  elem  eqw 
 4657.585   FeI    97.965 
 4658.294   FeI    60.351 
 4661.534   FeI    79.189 
 4661.970   FeI   115.948 
 4662.498  LaII    57.334 
 4662.741  TiII    54.450 
 4663.178   FeI    72.305 
 4663.317   CrI    83.044 
 4663.400   CoI    86.016 
 4663.708  FeII    41.235 
 4663.822   CrI    92.824 
 4664.707   FeI    68.089 
 4664.791   CrI    95.557 
 4664.811   NaI    84.811 
 4665.547   FeI    34.939 
 4665.897   CrI    79.071 
 4666.197   CrI    81.202 
 4666.478   CrI    92.630 
 4666.496   CrI    34.316 
 4666.758  FeII    80.432 
 4666.982   NiI    77.321 
 4667.167   CrI    43.305 
 4667.453   FeI   152.028 
 4667.526   TiI    42.045 
 4667.584   TiI   196.493 
 4667.755   NiI    82.448 
 4668.067   FeI   100.820 
 4668.132   FeI   165.125 
 4668.350   TiI    60.281 
 4668.557   NaI    33.119 
 4668.559   NaI   101.845 
 4669.172   FeI   134.492 
 4669.333   CrI    92.083 
 4670.160  FeII    56.064 
 4670.407  ScII   125.869 
 4670.487    VI    81.419 
 4670.559  NdII    33.021 
 4671.672   MnI    63.323 
 4672.829   FeI   113.578 
 4673.163   FeI   150.965 
 4673.271   FeI    97.478 
 4673.435   TiI    34.083 
 4674.593  SmII    30.425 
 4674.648   FeI    86.761 
 4674.751   NiI    38.232 
 4674.849    YI    66.864 
 4675.094   FeI    73.753 
 4675.119   TiI   116.803 
 4675.589   NiI    45.657 
 4677.459   TiI    38.617 
 4677.506   CoI    31.573 
 4677.587   FeI    40.833 
 4678.845   FeI   175.541 
 4679.214   FeI   106.759 
 4680.134   ZnI    78.316 
 4680.294   FeI   132.348 
 4680.467   FeI    90.430 
 4680.469   CrI    67.993 
 4680.683   CoI     0.018 
 4680.683   CoI     0.006 
 4680.683   CoI     0.000 
 4680.690   CoI     0.023 
 4680.690   CoI     0.010 
 4680.690   CoI     0.001 
 4680.699   CoI     0.030 
 4680.699   CoI     0.013 
 4680.699   CoI     0.001 
 4680.710   CoI     0.039 
 4680.710   CoI     0.014 
 4680.710   CoI     0.001 
 4680.723   CoI     0.050 
 4680.723   CoI     0.013 
 4680.723   CoI     0.000 
 4680.737  NdII    39.317 
 4680.739   CoI     0.062 
 4680.739   CoI     0.011 
 4680.739   CoI     0.000 
 4680.758   CoI     0.077 
 4680.758   CoI     0.007 
 4680.780   CoI     0.093 
 4680.840   CrI    78.611 
 4680.875    VI    32.323 
 4681.908   TiI   204.452 
 4682.324   YII    91.066 
 4682.372   CoI    75.307 
 4682.559   FeI    82.283 
 4683.561   FeI   120.562 
 4684.510   TiI    60.880 
 4685.024   FeI    75.471 
 4685.268   CaI   113.062 
 4686.207   NiI   110.318 
 4686.882   TiI    61.076 
 4687.302   FeI   110.575 
 4687.386   FeI   106.346 
 4687.660   FeI    46.491 
 4687.809   ZrI   102.078 
 4688.380   FeI    34.660 
 4688.448   ZrI    37.121 
 4689.379   CrI    99.111 
 4689.382   FeI    35.827 
 4690.136   FeI   115.571 
 4690.368   FeI    38.006 
 4690.371   FeI   100.806 
 4691.333   TiI   144.518 
 4691.411   FeI   165.569 
 4693.165   CoI    60.863 
 4693.663   TiI   122.526 
 4693.948   CrI    84.634 
 4695.149   CrI    51.155 
 4696.909   TiI    63.907 
 4697.042   CrI    92.792 
 4698.271  ScII    44.179 
 4698.386   CoI    41.436 
 4698.389   NiI    65.441 
 4698.466   CrI   105.094 
 4698.596   CrI    75.779 
 4698.611   CrI    64.193 
 4698.765   TiI   140.120 
 4698.836   TiI    97.245 
 4698.949   CrI    47.428 
 4699.681   NiI    47.465 
 4700.147   FeI   110.442 
 4700.419   FeI    47.550 
 4700.597   CrI    80.624 
 4701.047   FeI    95.296 
 4701.130   MnI    62.919 
 4701.346   NiI    86.011 
 4701.530   NiI    92.257 
 4702.244   NiI    68.478 
 4702.914   FeI   114.634 
 4702.991   MgI   344.540 
 4703.803   NiI   102.139 
 4704.941   FeI   121.688 
 4705.457   FeI    85.339 
 4705.916   NiI    45.166 
 4706.302   FeI    37.970 
 4706.543  NdII    68.905 
 4706.566    VI    42.616 
 4707.272   FeI   174.921 
 4707.488   FeI   129.886 
 4708.018   CrI   125.307 
 4708.665  TiII   121.242 
 4708.914   TiI    45.564 
 4708.968   FeI    89.039 
 4709.086   FeI   143.166 
 4709.712   MnI   140.385 
 4709.716  NdII    40.127 
 4710.081   ZrI    95.851 
 4710.190   TiI   116.167 
 4710.193   TiI   124.107 
 4710.283   FeI   154.732 
 4710.556    VI    38.687 
 4712.053   NiI    46.736 
 4712.105   FeI    75.103 
 4713.996   CrI    56.909 
 4714.068   FeI    56.296 
 4714.114    VI    34.399 
 4714.191   FeI    81.843 
 4714.408   NiI   197.280 
 4715.301   TiI   122.223 
 4715.586  NdII    40.280 
 4715.757   NiI   129.399 
 4715.885   NiI    37.298 
 4716.839   FeI    38.100 
 4718.426   CrI   122.984 
 4719.515  TiII    43.299 
 4720.955   FeI    42.188 
 4720.999   FeI   107.654 
 4722.153   ZnI   101.618 
 4722.610   TiI   121.393 
 4722.997   NiI    50.963 
 4723.125   CrI    69.606 
 4723.167   TiI   115.196 
 4724.357  NdII    32.034 
 4724.431   CrI    83.844 
 4724.674   TiI    46.894 
 4726.137   FeI    69.778 
 4727.005   FeI    59.146 
 4727.145   CrI    95.228 
 4727.399   FeI   147.818 
 4727.461   MnI   131.396 
 4727.744   CoI    32.988 
 4727.841   NiI    40.272 
 4727.935   CoI   115.504 
 4728.411  LaII    39.455 
 4728.545   FeI   136.384 
 4729.017   FeI    85.020 
 4729.236   ScI    33.295 
 4729.678   FeI    97.450 
 4729.834   CrI    48.816 
 4730.029   MgI   108.314 
 4730.704   CrI   115.276 
 4731.171   TiI   102.067 
 4731.453  FeII    91.458 
 4731.793   NiI    83.144 
 4732.048   CoI    59.986 
 4732.339   ZrI    44.348 
 4732.456   NiI    81.633 
 4733.406   TiI    67.206 
 4733.591   FeI   196.268 
 4734.094   FeI    74.776 
 4734.105   ScI    51.632 
 4734.683   TiI    37.471 
 4735.842   FeI   108.909 
 4736.772   FeI   208.358 
 4737.342   CrI   119.804 
 4737.593   FeI    56.744 
 4737.635   FeI    92.337 
 4737.650   ScI    66.069 
 4739.087   MnI   128.938 
 4739.480   ZrI    91.098 
 4740.159   NiI    45.893 
 4740.276  LaII    66.922 
 4740.340   FeI   100.851 
 4741.031   ScI    78.896 
 4741.069   FeI    90.443 
 4741.529   FeI   148.017 
 4742.122   TiI    74.976 
 4742.301   TiI    90.381 
 4742.792   TiI   109.390 
 4743.830   ScI    89.371 
 4744.636   FeI    94.888 
 4745.128   FeI    73.011 
 4745.269   CrI    83.730 
 4745.800   FeI   151.319 
 4747.260   TiI    38.997 
 4747.666   TiI    36.097 
 4747.993   SiI    56.513 
 4749.545   CoI    12.248 
 4749.558   CoI    15.562 
 4749.558   CoI     4.638 
 4749.577   CoI    19.620 
 4749.577   CoI     7.361 
 4749.577   CoI     0.481 
 4749.593   FeI    69.875 
 4749.603   CoI    24.193 
 4749.603   CoI     9.042 
 4749.603   CoI     0.772 
 4749.635   CoI    29.095 
 4749.635   CoI     9.759 
 4749.635   CoI     0.823 
 4749.674   CoI    34.162 
 4749.674   CoI     9.435 
 4749.674   CoI     0.685 
 4749.706   CoI     0.190 
 4749.720   CoI    39.336 
 4749.720   CoI     7.920 
 4749.720   CoI     0.441 
 4749.948   FeI    69.051 
 4751.822   NaI    44.556 
 4752.112   NiI    38.925 
 4752.415   NiI   104.947 
 4753.161   ScI    77.958 
 4754.022   MnI   167.765 
 4754.033   MnI   158.966 
 4754.040   CrI    33.692 
 4754.043   MnI   149.774 
 4754.051   MnI   139.684 
 4754.054   MnI   116.629 
 4754.059   MnI   127.929 
 4754.060   MnI   125.931 
 4754.064   MnI   127.298 
 4754.066   MnI   112.826 
 4754.068   MnI   123.774 
 4754.070   MnI   114.438 
 4754.079   MnI    67.259 
 4754.081   MnI    72.707 
 4754.081   MnI    40.112 
 4754.082   MnI    64.043 
 4754.338   CoI    41.677 
 4754.723   CrI    42.233 
 4754.756   NiI    80.426 
 4755.114   CrI    42.931 
 4756.137   CrI   128.842 
 4756.510   NiI   142.772 
 4757.578   CrI    73.060 
 4757.582   FeI   104.334 
 4757.780   FeI    30.632 
 4758.120   TiI   126.198 
 4758.904   TiI    89.393 
 4758.975   SiI    31.220 
 4759.272   TiI   130.567 
 4759.912   CrI    35.820 
 4760.068   FeI    44.568 
 4761.251   CrI    44.500 
 4761.512   MnI   147.886 
 4762.367   MnI   193.057 
 4762.627   NiI   125.324 
 4762.776  TiII    95.891 
 4763.881  TiII   110.398 
 4763.942   NiI    95.922 
 4764.274   CrI    76.331 
 4764.526  TiII    90.988 
 4764.626   CrI    41.829 
 4765.480   FeI   126.550 
 4765.846   MnI   152.405 
 4766.309   TiI    50.366 
 4766.418   MnI   164.969 
 4766.623    VI    50.589 
 4766.627   CrI    34.443 
 4766.865   FeI    71.548 
 4767.830   CrI    58.449 
 4768.089   CoI    56.382 
 4768.319   FeI   142.419 
 4768.397   FeI   121.480 
 4769.777   TiI    50.232 
 4770.656   CrI    31.955 
 4771.079   CoI    72.178 
 4771.101   TiI    76.935 
 4771.696   FeI   113.541 
 4772.323   ZrI    82.222 
 4772.803   FeI   166.015 
 4772.830   FeI   114.293 
 4772.863   NiI    63.779 
 4773.146   FeI    35.791 
 4773.409   NiI    51.002 
 4776.069   FeI    80.167 
 4776.313   CoI    64.397 
 4776.347    VI    39.640 
 4776.361   FeI    91.565 
 4778.259   TiI    73.213 
 4779.348   ScI    79.613 
 4779.443   FeI    95.002 
 4779.985  TiII   112.917 
 4779.987   CoI    78.276 
 4780.811   FeI    42.439 
 4781.430   CoI    66.040 
 4781.714   TiI   102.167 
 4782.562   CoI    50.100 
 4783.246   CrI    30.696 
 4783.427   MnI   231.378 
 4784.467    VI    53.847 
 4784.913   ZrI    40.199 
 4785.721   FeI    56.758 
 4785.957   FeI    64.089 
 4786.278   NiI   107.071 
 4786.508    VI    47.713 
 4786.531   NiI   151.615 
 4786.580   YII    58.470 
 4786.806   FeI   150.768 
 4787.827   FeI    99.447 
 4788.751   FeI   133.105 
 4789.340   CrI   142.632 
 4789.428  NdII    34.649 
 4789.655   FeI   161.770 
 4789.789   TiI    38.277 
 4790.336   CrI    61.699 
 4790.746   FeI    49.651 
 4790.965   NiI    69.509 
 4791.250   FeI    94.242 
 4791.511   ScI    44.894 
 4792.213   SiI    36.797 
 4792.324   SiI    58.327 
 4792.432  TiII    55.983 
 4792.476   TiI    72.936 
 4792.499   CrI   105.265 
 4792.846   CoI    89.265 
 4793.961   FeI    46.966 
 4794.355   FeI    64.195 
 4796.145   CrI    42.870 
 4796.221   TiI    47.254 
 4796.914    VI    69.673 
 4797.985   TiI    41.498 
 4798.265   FeI    85.003 
 4798.521  TiII   110.586 
 4798.731   FeI   115.481 
 4799.406   FeI    83.647 
 4799.769   FeI    42.630 
 4799.777    VI    67.504 
 4799.790   NiI    39.691 
 4799.796   TiI    85.728 
 4800.128   FeI    70.331 
 4800.648   FeI   103.971 
 4801.047   CrI   116.848 
 4802.438   CrI    56.005 
 4802.523   FeI    36.862 
 4802.876   FeI    72.225 
 4802.881   FeI   116.058 
 4804.517   FeI    66.839 
 4805.085  TiII   139.125 
 4805.416   TiI   110.458 
 4805.889   ZrI    44.923 
 4806.261   CrI    40.356 
 4806.321  TiII    40.541 
 4806.984   NiI   105.471 
 4807.521    VI    78.870 
 4807.708   FeI   104.482 
 4808.147   FeI    96.516 
 4808.538   NiI    46.528 
 4808.556   TiI    70.982 
 4808.870   NiI    59.365 
 4809.137   FeI    64.436 
 4809.940   FeI    58.153 
 4810.528   ZnI   109.513 
 4810.739   CrI    47.197 
 4811.342  NdII    47.669 
 4811.979   NiI    58.276 
 4812.202   TiI    49.403 
 4812.337  CrII    52.866 
 4812.884   NiI    34.101 
 4813.116   FeI    93.888 
 4813.467   CoI    99.607 
 4814.281   CrI    52.606 
 4814.591   NiI    50.514 
 4815.035   ZrI    40.977 
 4815.231   FeI    75.096 
 4815.621   ZrI    79.955 
 4815.927   NiI    47.765 
 4816.668   FeI    45.719 
 4817.778   FeI   111.505 
 4817.815   NiI    48.073 
 4820.339  NdII    31.334 
 4820.410   TiI   138.525 
 4820.999   FeI    70.943 
 4821.118   NiI    60.806 
 4821.217   TiI    55.254 
 4823.230   FeI    50.343 
 4823.304   YII    71.968 
 4823.524   MnI   243.895 
 4824.127  CrII    96.164 
 4824.167   FeI    76.335 
 4825.478  NdII    56.153 
 4827.458    VI   133.648 
 4828.041   ZrI    36.593 
 4829.016   NiI   139.957 
 4829.314   CrI    71.069 
 4829.372   CrI   122.318 
 4831.169   NiI   129.089 
 4831.646    VI   140.495 
 4832.426    VI   135.245 
 4832.686   NiI    78.899 
 4832.728   FeI   100.657 
 4834.506   FeI   104.010 
 4835.869   FeI    94.133 
 4836.124   TiI   109.570 
 4836.229  CrII    46.164 
 4836.836   NiI    33.018 
 4836.870   CrI    56.350 
 4838.089   FeI    50.928 
 4838.513   FeI   115.967 
 4838.639   NiI    94.373 
 4839.545   FeI   131.108 
 4840.247   CoI   108.247 
 4840.322   FeI    97.731 
 4840.874   TiI   177.728 
 4840.894   FeI    77.721 
 4841.664   FeI    33.116 
 4841.796   FeI    65.358 
 4842.708   FeI    30.842 
 4842.788   FeI    90.657 
 4843.144   FeI   122.340 
 4843.153   NiI    94.083 
 4843.386   FeI    66.732 
 4843.460   CoI    32.782 
 4843.505   NiI    52.772 
 4844.013   FeI   102.853 
 4844.080   FeI    52.559 
 4844.307   MnI    31.901 
 4844.841   TiI    74.295 
 4845.647   FeI    90.564 
 4845.650   FeI    70.903 
 4846.430   CrI    51.336 
 4848.204   FeI    62.872 
 4848.235  CrII    87.602 
 4848.422   TiI    35.334 
 4848.882   FeI   114.928 
 4849.181  TiII    91.660 
 4849.668   FeI    61.248 
 4851.453    VI   111.689 
 4851.466    VI   112.916 
 4851.466    VI    81.723 
 4851.483    VI   112.916 
 4851.483    VI   104.154 
 4851.505    VI   130.587 
 4851.869   FeI    57.040 
 4852.547   NiI    92.131 
 4853.775   NiI    37.185 
 4854.736   TiI    44.483 
 4854.863   YII   113.429 
 4854.876   FeI    69.360 
 4855.406   NiI   153.864 
 4855.548  FeII    41.016 
 4855.672   FeI   123.432 
 4855.906  TiII    45.467 
 4856.012   TiI   133.875 
 4856.186  CrII    41.293 
 4857.387   NiI    98.828 
 4858.241   FeI    57.444 
 4859.026  NdII    46.989 
 4859.119   FeI    75.242 
 4859.741   FeI   269.719 
 4860.202  CrII    40.166 
 4860.895  LaII    45.677 
 4860.977   FeI   100.537 
 4861.192   CrI    68.676 
 4861.847   CrI   112.529 
 4862.595   FeI    88.902 
 4863.645   FeI   126.171 
 4863.778   FeI    40.932 
 4863.788   TiI    55.188 
 4863.925   NiI    91.393 
 4863.994   FeI    31.432 
 4864.128   TiI    36.346 
 4864.271   NiI    94.042 
 4864.326  CrII    75.495 
 4864.731    VI   161.953 
 4864.835    VI    45.077 
 4865.612  TiII   110.891 
 4866.156   NiI    31.129 
 4866.262   NiI   141.158 
 4867.528   FeI    90.746 
 4867.872   CoI   116.637 
 4868.264   TiI   122.106 
 4868.373   FeI   107.067 
 4869.462   FeI    73.167 
 4870.037   FeI    53.115 
 4870.129   TiI   129.055 
 4870.801   CrI   130.357 
 4870.828   NiI    77.143 
 4871.277  FeII    51.267 
 4871.317   FeI   373.199 
 4871.928   FeI   117.704 
 4872.136   FeI   314.160 
 4872.908   FeI    36.428 
 4873.438   NiI   114.061 
 4873.752   FeI    58.106 
 4874.014  TiII    75.572 
 4874.353   FeI    78.471 
 4874.788   NiI    62.934 
 4875.493    VI   168.478 
 4875.875   FeI   117.751 
 4876.187   FeI    40.667 
 4876.399  CrII    71.199 
 4876.473  CrII    45.011 
 4877.605   FeI    77.138 
 4878.126   CaI   163.022 
 4878.208   FeI   242.258 
 4880.046   CrI    32.413 
 4880.227   CoI    34.470 
 4880.522   FeI    34.266 
 4880.548    VI    44.325 
 4881.522    VI    75.264 
 4881.522    VI    70.125 
 4881.522    VI    27.097 
 4881.525    VI    89.638 
 4881.525    VI    89.638 
 4881.525    VI    35.704 
 4881.531    VI   103.169 
 4881.531    VI    96.787 
 4881.531    VI    35.704 
 4881.538    VI   113.445 
 4881.538    VI    99.858 
 4881.538    VI    30.123 
 4881.547    VI   121.731 
 4881.547    VI    99.470 
 4881.547    VI    20.509 
 4881.558    VI   128.729 
 4881.558    VI    94.651 
 4881.558    VI     9.004 
 4881.570    VI   134.811 
 4881.570    VI    79.640 
 4881.585    VI   140.178 
 4881.718   FeI   131.578 
 4882.144   FeI   132.689 
 4882.694   CoI    33.308 
 4883.684   YII   130.417 
 4884.607  CrII    39.211 
 4885.082   TiI   155.819 
 4885.430   FeI   130.441 
 4885.731   CrI   107.407 
 4885.963   CrI    60.498 
 4886.181   FeI    53.667 
 4886.326   FeI   134.412 
 4886.705   NiI    62.237 
 4886.976   NiI    80.078 
 4887.026   CrI   125.636 
 4887.191   FeI   111.855 
 4887.366   FeI    46.891 
 4887.681   CrI    55.880 
 4888.522   CrI   103.328 
 4888.632   FeI   118.470 
 4889.000   FeI   158.702 
 4889.102   FeI   120.852 
 4889.102  NdII    31.045 
 4890.695  NdII    37.513 
 4890.754   FeI   364.767 
 4891.492   FeI   490.148 
 4892.851   FeI    99.197 
 4893.695   FeI    47.611 
 4896.438   FeI    77.370 
 4899.504   CoI    66.592 
 4899.910   TiI   150.187 
 4899.915  LaII    78.419 
 4899.929  BaII    39.582 
 4900.120   YII   125.993 
 4900.967   NiI    58.647 
 4903.222   CrI    93.648 
 4903.308   FeI   234.356 
 4904.307    VI    44.600 
 4904.407   NiI   146.743 
 4904.429    VI    36.050 
 4904.435    VI    31.982 
 4905.134   FeI    73.838 
 4905.218   FeI    30.880 
 4907.135   CoI    68.984 
 4907.733   FeI   121.051 
 4908.029   FeI    71.559 
 4908.607   FeI    52.444 
 4909.099   TiI    64.072 
 4909.384   FeI   118.012 
 4910.009   FeI    62.035 
 4910.017   FeI   132.812 
 4910.325   FeI   132.009 
 4910.562   FeI   132.459 
 4911.193  TiII    81.960 
 4911.523   FeI    59.476 
 4911.779   FeI    89.649 
 4912.020   NiI    92.403 
 4912.498   FeI    34.375 
 4913.616   TiI   146.647 
 4913.968   NiI   106.050 
 4914.382  NdII    32.833 
 4915.233   TiI    80.446 
 4915.848   FeI    30.163 
 4917.229   FeI   113.242 
 4918.020   FeI   105.780 
 4918.362   NiI   124.787 
 4918.706   NiI    92.874 
 4918.954   FeI   135.832 
 4918.993   FeI   389.385 
 4919.867   TiI   102.111 
 4920.502   FeI   636.271 
 4920.685  NdII    55.705 
 4920.959   CrI    66.072 
 4920.976  LaII    81.492 
 4921.769   TiI   116.043 
 4921.776  LaII    75.298 
 4922.280   CrI   145.723 
 4923.927  FeII   208.550 
 4924.770   FeI   179.050 
 4925.281   FeI    55.639 
 4925.397   TiI    80.293 
 4925.559   NiI    98.227 
 4925.656    VI    71.791 
 4926.147   TiI    87.137 
 4927.417   FeI   103.870 
 4928.332   TiI   100.304 
 4928.343   TiI    70.496 
 4930.055   FeI    32.448 
 4930.315   FeI   112.180 
 4930.796   NiI    34.736 
 4932.032    VI    52.434 
 4933.193   FeI    81.831 
 4933.293   FeI   102.555 
 4933.334   FeI   139.311 
 4933.874   FeI    89.201 
 4934.005   FeI   143.916 
 4934.076  BaII   265.774 
 4934.082   FeI   105.004 
 4935.831   NiI   111.366 
 4936.335   CrI   107.560 
 4937.289   FeI    50.413 
 4937.341   NiI   124.251 
 4937.725   TiI    90.331 
 4938.175   FeI   132.548 
 4938.290   TiI    85.991 
 4938.813   FeI   222.630 
 4939.233   FeI   143.443 
 4939.238   FeI   100.340 
 4939.596   FeI    30.963 
 4939.686   FeI   238.301 
 4941.550   TiI    32.285 
 4942.457   FeI   100.505 
 4942.490   CrI   155.068 
 4945.443   NiI    89.815 
 4945.636   FeI    85.922 
 4946.029   NiI    60.779 
 4946.378   FeI    65.650 
 4946.385   FeI   162.757 
 4947.970   TiI    39.021 
 4950.104   FeI   131.775 
 4952.276   NiI    79.343 
 4952.604   FeI    64.292 
 4952.639   FeI    76.629 
 4953.172   CoI   108.286 
 4953.200   NiI   102.001 
 4953.714   CrI    35.175 
 4954.807   CrI   119.306 
 4957.298   FeI   374.166 
 4957.425   TiI    33.884 
 4957.597   FeI   731.150 
 4957.676   FeI   149.733 
 4959.119  NdII    59.356 
 4961.387  NdII    31.875 
 4961.915   FeI    72.924 
 4962.565   FeI   105.887 
 4964.748   TiI    69.871 
 4964.916   CrI   143.648 
 4965.166   NiI    69.830 
 4965.777   FeI    67.357 
 4965.853   MnI    84.622 
 4966.087   FeI   187.255 
 4966.581   CoI    61.066 
 4967.298   TiI    58.880 
 4967.520   NiI    42.959 
 4967.890   FeI   141.191 
 4968.393   FeI    56.987 
 4968.482   FeI    39.732 
 4968.575   TiI    80.918 
 4968.703   FeI   110.708 
 4968.835   FeI    31.698 
 4969.916   FeI   139.429 
 4970.386  LaII    37.521 
 4970.499   FeI   115.698 
 4970.646   FeI    80.022 
 4973.034   TiI    80.023 
 4973.101   FeI   133.885 
 4974.359   NiI    30.927 
 4975.344   TiI    89.363 
 4975.412   FeI    37.343 
 4976.130   NiI    70.420 
 4976.320   NiI   110.739 
 4977.647   FeI    67.546 
 4977.719   TiI    66.764 
 4978.107   FeI    51.557 
 4978.222   TiI   106.735 
 4978.541   NaI   111.590 
 4978.604   FeI   120.872 
 4978.689   FeI    34.576 
 4979.588   FeI    62.504 
 4980.166   NiI   140.917 
 4980.284   FeI    34.478 
 4981.355  TiII    42.566 
 4981.732   TiI   310.337 
 4982.129   YII    59.463 
 4982.524   FeI   218.838 
 4982.809   NaI    58.692 
 4982.814   NaI   128.690 
 4983.267   FeI   179.582 
 4983.865   FeI   193.245 
 4984.112   NiI   153.327 
 4985.251   FeI   164.150 
 4985.546   FeI   189.625 
 4985.819   MnI    42.678 
 4985.978   FeI    58.333 
 4986.225   FeI    93.848 
 4986.819  LaII    47.622 
 4986.903   FeI    46.467 
 4987.857   CoI    91.637 
 4988.945   FeI   127.149 
 4989.131   TiI   119.892 
 4989.950  NdII    44.046 
 4991.067   TiI   274.570 
 4991.126  FeII    32.703 
 4991.267   FeI   138.406 
 4991.296   NiI    49.349 
 4991.796   FeI    43.485 
 4991.862   FeI    60.981 
 4992.784   FeI    31.422 
 4993.358  FeII    65.825 
 4993.674   FeI    88.484 
 4994.129   FeI   266.767 
 4995.406   FeI    37.951 
 4995.643   NiI    54.659 
 4996.367  TiII    56.462 
 4996.841   NiI    91.847 
 4997.098   TiI   161.946 
 4998.218   NiI   106.837 
 4999.114   FeI    73.792 
 4999.461  LaII    49.689 
 4999.504   TiI   257.227 
 5000.338   NiI   132.506 
 5001.009   TiI   129.398 
 5001.862   FeI   245.304 
 5002.582   FeI    30.288 
 5002.789   FeI   138.515 
 5003.734   NiI   127.005 
 5004.037   FeI    92.594 
 5004.340   FeI    66.806 
 5004.356   CrI    50.842 
 5004.892   MnI    66.168 
 5005.157  TiII    81.510 
 5005.711   FeI   221.274 
 5006.059   SiI    89.118 
 5006.117   FeI   303.866 
 5006.658   TiI    37.549 
 5007.209   TiI   241.257 
 5007.246   FeI    30.868 
 5007.286   CoI    60.705 
 5007.293   FeI   169.637 
 5007.728   FeI    59.774 
 5009.646   TiI   153.644 
 5010.022   NiI    78.163 
 5010.212  TiII    44.701 
 5010.388   MnI    43.564 
 5010.934   NiI   106.923 
 5012.067   FeI   388.043 
 5012.153   FeI   124.002 
 5012.438   NiI   108.411 
 5012.441   FeI   128.483 
 5012.683   FeI    63.922 
 5013.292   TiI   127.434 
 5013.307   CrI   110.661 
 5013.677  TiII   116.250 
 5014.185   TiI   215.329 
 5014.211   NiI    67.160 
 5014.277   TiI   241.836 
 5014.620    VI    31.175 
 5014.941   FeI   180.872 
 5016.162   TiI   187.190 
 5016.476   FeI    72.751 
 5017.568   NiI   157.491 
 5018.278   NiI    94.386 
 5018.420   FeI    61.066 
 5018.440  FeII   214.465 
 5019.172   CrI    70.949 
 5019.660   FeI    37.221 
 5019.732   FeI    64.579 
 5020.028   TiI   199.006 
 5020.715   MnI    44.159 
 5020.816   FeI    47.599 
 5021.602   FeI    98.244 
 5021.675   FeI    42.849 
 5021.905   CrI    61.337 
 5022.236   FeI   157.609 
 5022.871   TiI   199.741 
 5023.198   FeI    75.899 
 5023.489   FeI    66.525 
 5024.842   TiI   184.385 
 5025.080   FeI    52.161 
 5025.318   FeI    47.104 
 5025.553   CrI    59.287 
 5025.563   TiI   132.708 
 5027.120   FeI   148.542 
 5027.226   FeI   103.834 
 5027.299   FeI    31.621 
 5027.341   FeI    75.624 
 5027.756   FeI   101.351 
 5028.126   FeI   134.010 
 5029.621   FeI   111.921 
 5029.796   MnI    46.223 
 5029.966   TiI    58.334 
 5030.328   TiI    36.809 
 5030.636   MnI    39.406 
 5030.779   FeI    72.044 
 5031.021  ScII   137.459 
 5031.039   FeI    79.288 
 5031.915   FeI    64.566 
 5032.723   NiI    54.037 
 5034.031   CoI    53.156 
 5035.357   NiI   170.221 
 5035.508   TiI    62.994 
 5035.907   TiI   194.373 
 5035.967   NiI   133.481 
 5036.468   TiI   179.588 
 5036.922   FeI    81.875 
 5038.399   TiI   173.689 
 5038.588   NiI   120.366 
 5039.176   FeI    30.549 
 5039.250   FeI   140.773 
 5039.355   NiI    81.761 
 5039.959   TiI   221.561 
 5040.252   FeI    41.794 
 5040.615   TiI   119.114 
 5040.739   NiI    34.748 
 5040.853   FeI   129.963 
 5040.901   FeI   136.586 
 5041.012   NiI    77.671 
 5041.071   FeI   555.275 
 5041.618   CaI   161.321 
 5041.727   FeI    45.416 
 5041.755   FeI   331.820 
 5041.847   FeI   120.418 
 5042.182   NiI   118.068 
 5043.588   TiI   119.174 
 5044.210   FeI   147.670 
 5045.416   TiI   108.304 
 5047.947    VI    98.113 
 5048.055   NiI    72.387 
 5048.169   FeI    59.760 
 5048.232   NiI    66.509 
 5048.433   FeI   118.376 
 5048.740   CrI   106.290 
 5048.843   NiI   117.864 
 5049.819   FeI   262.340 
 5051.506   NiI    99.109 
 5051.634   FeI   326.016 
 5051.899   CrI   120.618 
 5052.874   TiI    74.924 
 5052.966   FeI    62.927 
 5054.642   FeI    91.605 
 5055.993   FeI    46.934 
 5056.841   FeI    54.142 
 5057.498   FeI    48.060 
 5057.975   NiI    62.095 
 5058.496   FeI    46.636 
 5060.049   FeI    68.621 
 5060.078   FeI   169.281 
 5062.112   TiI    95.335 
 5064.081   TiI    56.262 
 5064.581   FeI    61.065 
 5064.654   TiI   231.887 
 5064.955   FeI    56.638 
 5065.014   FeI   173.725 
 5065.194   FeI    99.529 
 5065.917   CrI    79.025 
 5065.985   TiI   130.378 
 5067.151   FeI   118.858 
 5067.725   CrI    93.493 
 5068.290   CrI   107.509 
 5068.765   FeI   211.040 
 5069.090  TiII    33.861 
 5069.308   TiI    30.257 
 5069.422   FeI    39.286 
 5070.172   ScI    32.770 
 5071.472   TiI   133.241 
 5072.076   FeI   152.076 
 5072.281  TiII    62.380 
 5072.668   FeI   124.190 
 5072.917   CrI   134.916 
 5074.748   FeI   171.403 
 5074.833   MnI    68.091 
 5076.262   FeI   122.597 
 5076.327   NiI    94.145 
 5076.580  NdII    51.444 
 5078.972   FeI   152.220 
 5079.224   FeI   202.725 
 5079.739   FeI   238.035 
 5079.955   NiI   133.028 
 5080.528   NiI   181.180 
 5080.792   FeI    30.846 
 5080.943   FeI    59.701 
 5081.107   NiI   162.522 
 5081.376   TiI    48.181 
 5081.574   ScI    97.363 
