# wavelength  elem  eqw 
 4208.980  ZrII   108.732 
 4209.367   CrI    56.400 
 4209.406  CeII    30.296 
 4209.410  CeII    36.469 
 4209.746   VII    47.209 
 4209.847   MnI    73.847 
 4209.860    VI   119.185 
 4210.243   CrI    57.611 
 4210.343   FeI   339.232 
 4210.402   FeI   105.408 
 4210.631  ZrII    33.515 
 4211.290  NdII    36.604 
 4211.364   CrI    46.771 
 4211.717   DyI    30.509 
 4211.739   TiI    48.692 
 4211.742   MnI    31.070 
 4211.880  ZrII   100.213 
 4212.010  GdII    41.104 
 4212.055   FeI    46.173 
 4212.063   RuI    76.687 
 4212.834   NiI    60.119 
 4212.954   PdI    65.474 
 4213.180   CrI    77.520 
 4213.323   CrI    49.365 
 4213.423   FeI    58.167 
 4213.650   FeI   173.603 
 4214.040  CeII    30.209 
 4214.351   FeI    45.574 
 4214.480   FeI    56.505 
 4214.828   FeI    50.926 
 4215.022  GdII    34.198 
 4215.426   FeI   121.931 
 4215.462   FeI    78.650 
 4215.474   FeI    49.927 
 4215.528  SrII   538.977 
 4215.743  CrII    42.059 
 4215.971   FeI   101.536 
 4216.180   FeI   474.084 
 4216.360   CrI    94.496 
 4216.664   FeI    76.603 
 4217.280  NdII    63.494 
 4217.545   FeI   195.915 
 4217.613   CrI    38.757 
 4218.224   FeI    98.165 
 4218.710    VI    60.958 
 4219.112   FeI    74.628 
 4219.199   FeI    95.196 
 4219.360   FeI   246.772 
 4219.413   FeI    90.942 
 4219.510    VI    30.576 
 4220.050   FeI    85.571 
 4220.250  NdII    34.875 
 4220.340   FeI   139.426 
 4221.570   CrI    61.577 
 4221.682   NiI    37.520 
 4222.220   FeI   321.587 
 4222.381  ZrII    57.446 
 4222.600  CeII    90.579 
 4222.740   CrI    68.238 
 4222.934  PrII    70.135 
 4223.237   FeI    67.334 
 4223.731   FeI    71.046 
 4224.178   FeI   215.354 
 4224.270  ZrII    79.385 
 4224.299  ZrII    60.239 
 4224.340   MnI    47.186 
 4224.510   CrI    73.062 
 4224.513   FeI   152.706 
 4224.628   FeI    60.745 
 4225.230   VII    64.754 
 4225.317  PrII    73.006 
 4225.324  SmII    32.163 
 4225.354  SmII    34.657 
 4225.461   FeI   166.165 
 4225.716   FeI    88.331 
 4225.960   FeI   133.860 
 4226.361   FeI   101.688 
 4226.397   NiI    40.028 
 4226.420   FeI   146.479 
 4226.563   GeI    81.010 
 4226.617    VI    31.883 
 4226.753   CrI    39.187 
 4226.970   FeI   103.957 
 4227.321   FeI   126.769 
 4227.352  TiII   110.598 
 4227.424   FeI   227.715 
 4227.622   TiI    48.130 
 4227.750  CeII    79.978 
 4227.756   ZrI    66.906 
 4227.760   ZrI    67.748 
 4227.957   FeI    45.535 
 4228.720   FeI    70.725 
 4229.407   FeI    94.563 
 4229.485   NiI    50.509 
 4229.507   FeI   114.654 
 4229.760   FeI   138.188 
 4229.944   CoI    65.510 
 4230.287   CrI    63.203 
 4230.468   CrI    32.164 
 4230.497   FeI    32.563 
 4230.580   FeI    76.082 
 4231.027   NiI    78.052 
 4231.598   FeI    78.218 
 4231.630  ZrII    32.542 
 4231.746  CeII    32.044 
 4231.954   FeI   103.620 
 4232.380  NdII    48.938 
 4232.460    VI    78.894 
 4232.730   FeI   151.653 
 4232.781   CrI    67.915 
 4232.950    VI    70.066 
 4233.170  FeII   156.632 
 4233.243  CrII    36.424 
 4233.610   FeI   442.064 
 4233.982   CoI   118.195 
 4233.998    VI    58.327 
 4234.000    VI    81.942 
 4234.480   CrI    45.321 
 4234.520    VI    84.040 
 4234.553   FeI    36.790 
 4235.142   MnI   126.621 
 4235.295   MnI   141.463 
 4235.386   FeI    51.404 
 4235.635   FeI    51.787 
 4235.730   YII   104.663 
 4235.763    VI    50.894 
 4235.834   FeI    84.283 
 4235.934    YI    57.706 
 4235.940   FeI   502.265 
 4235.963   FeI   117.309 
 4236.007   CrI    48.934 
 4236.361   NiI    42.720 
 4236.550   ZrI    60.214 
 4236.736  SmII    30.517 
 4236.772   FeI    64.644 
 4237.050   CoI    42.948 
 4237.070   FeI   135.432 
 4237.182   FeI   117.057 
 4237.670   FeI    87.002 
 4237.710   CrI    35.546 
 4237.771   TiI    53.526 
 4237.890   TiI    88.897 
 4238.016   FeI   141.835 
 4238.380  LaII    77.641 
 4238.616   FeI    39.941 
 4238.791  MnII    56.333 
 4238.810   FeI   177.976 
 4238.960   CrI    51.494 
 4239.010   FeI    50.414 
 4239.298   ZrI    68.235 
 4239.360   FeI   101.328 
 4239.729   FeI   136.080 
 4239.740   MnI   107.956 
 4239.836   FeI   138.979 
 4239.851   FeI   136.769 
 4239.910  CeII    90.710 
 4239.910  CeII    64.468 
 4239.940   FeI    81.951 
 4240.338   ZrI    43.253 
 4240.380   FeI   110.563 
 4240.457   CaI   108.342 
 4240.682   FeI    57.275 
 4240.710   CrI    91.890 
 4240.806   FeI    30.297 
 4241.110   FeI   101.030 
 4241.196   ZrI    42.956 
 4241.676   ZrI    76.587 
 4242.080   NaI    30.946 
 4242.083   CoI    90.237 
 4242.148  TmII    42.458 
 4242.360  CrII    74.707 
 4242.598   FeI   100.614 
 4242.720  CeII    43.750 
 4242.730   FeI   119.334 
 4242.830   CrI    43.145 
 4243.378   FeI   103.582 
 4243.544   FeI    65.064 
 4243.819   FeI    95.868 
 4243.993   FeI    56.591 
 4244.963  NdII    38.186 
 4245.151   FeI    67.779 
 4245.260   FeI   127.220 
 4245.332   FeI   131.264 
 4245.447   TiI    49.243 
 4245.810   FeI    35.376 
 4245.878  CeII    32.586 
 4245.973  CeII    34.934 
 4246.014   FeI   102.276 
 4246.080   FeI   118.549 
 4246.713  CeII    44.181 
 4247.291   FeI    53.874 
 4247.308   FeI    73.179 
 4247.380  NdII    99.691 
 4247.430   FeI   246.912 
 4247.636  PrII    33.935 
 4248.231   FeI   161.508 
 4248.326   CrI    48.452 
 4248.403   FeI   130.142 
 4248.671  CeII    64.196 
 4248.680  CeII    54.739 
 4248.734   CrI    32.165 
 4249.110   TiI    77.988 
 4249.584   FeI    38.526 
 4249.863   CrI    73.858 
 4250.118   FeI   510.176 
 4250.787   FeI   995.968 
 4250.892   FeI   112.986 
 4251.603   TiI    63.747 
 4251.730  GdII    46.802 
 4251.757   TiI    71.147 
 4252.055   NiI    45.943 
 4252.229   CrI    56.672 
 4252.292   CoI   125.938 
 4252.357   CrI    42.722 
 4252.520   NaI    36.994 
 4252.643  CrII    41.123 
 4253.360  CeII    33.559 
 4253.513   FeI    33.563 
 4253.930   FeI    76.777 
 4253.970   TiI    49.769 
 4254.332   CrI  1582.678 
 4254.391   FeI   101.720 
 4254.960   FeI    93.948 
 4254.983   CrI    75.203 
 4255.498   CrI    90.235 
 4255.504   FeI   110.626 
 4255.782  CeII    49.467 
 4255.840   FeI   101.867 
 4256.030   TiI   102.372 
 4256.199   FeI    87.702 
 4256.240  NdII    36.668 
 4256.314   FeI    86.542 
 4256.391  SmII    47.248 
 4256.426   FeI    71.630 
 4256.440   CrI    78.219 
 4256.619   CrI    70.147 
 4256.812   FeI    71.818 
 4257.285   FeI    41.495 
 4257.354   CrI    40.676 
 4257.363    VI    30.520 
 4257.670   MnI   119.094 
 4258.040  ZrII    95.382 
 4258.160  FeII    81.215 
 4258.324   FeI   208.815 
 4258.340  FeII    49.529 
 4258.520   TiI    44.127 
 4258.620   FeI   136.879 
 4258.950   FeI   126.492 
 4259.048   FeI    33.576 
 4259.122   CrI    55.536 
 4259.152   FeI    51.810 
 4259.310    VI   114.773 
 4259.340   FeI    56.977 
 4259.350   MnI    31.146 
 4259.945   FeI   112.226 
 4260.004   FeI   128.484 
 4260.128   FeI   153.130 
 4260.171   FeI   105.316 
 4260.341   FeI   121.343 
 4260.486   FeI   921.709 
 4260.622   FeI   118.618 
 4260.729   FeI    89.870 
 4260.758   VII    59.867 
 4260.828   FeI    91.227 
 4260.848   OsI    61.165 
 4261.350   CrI    87.306 
 4261.602   CrI    63.708 
 4261.606   TiI    90.300 
 4261.835  NdII    36.862 
 4261.847  CrII    34.438 
 4261.924  CrII    68.615 
 4262.135   CrI    35.616 
 4262.156   CrI    46.613 
 4262.158    VI    35.601 
 4262.373   CrI    46.512 
 4262.669  SmII    35.473 
 4263.134   TiI   140.008 
 4263.141   CrI   351.704 
 4263.264   FeI    82.393 
 4264.200   FeI   114.378 
 4264.740   FeI    89.318 
 4265.260   FeI    83.303 
 4265.279   TiI   116.656 
 4265.692   TiI    65.816 
 4265.920   MnI   130.088 
 4266.205   TiI    73.401 
 4266.968   FeI   135.372 
 4267.384   FeI    55.596 
 4267.830   FeI   141.745 
 4268.023   CoI    74.270 
 4268.640    VI   101.271 
 4268.750   FeI   124.522 
 4268.776   CrI    41.583 
 4268.952   CrI    62.142 
 4269.250  CeII    35.128 
 4269.275  CrII    41.063 
 4269.740   FeI    85.737 
 4269.778    VI    88.571 
 4269.861   FeI    67.124 
 4269.959   CrI    46.642 
 4270.140   TiI   101.716 
 4270.184  CeII    51.488 
 4270.302   FeI    76.337 
 4270.358   CoI    34.082 
 4270.415   CoI    31.725 
 4271.060   CrI   100.323 
 4271.160   FeI   565.640 
 4271.550    VI    93.764 
 4271.636   FeI    48.546 
 4271.760   FeI  2084.227 
 4271.942   FeI    47.811 
 4272.301   FeI    59.602 
 4272.326   TiI    30.965 
 4272.425   TiI   113.210 
 4272.544   FeI    88.411 
 4272.563   CrI    67.758 
 4272.903   CrI    87.969 
 4273.315  FeII    32.240 
 4273.325   TiI   118.142 
 4273.357   FeI   115.625 
 4273.440  CeII    51.567 
 4273.520  ZrII    67.978 
 4273.682   FeI    59.625 
 4273.838   MgI    54.755 
 4273.871   FeI    89.514 
 4274.366   TiI    49.661 
 4274.598   TiI   125.586 
 4274.800   CrI  1415.289 
 4275.077  NdII    32.779 
 4275.560  CeII    90.953 
 4275.571  CrII    49.191 
 4275.634   FeI    56.867 
 4275.720   FeI    89.608 
 4275.964   CrI    51.615 
 4276.440   TiI   102.421 
 4276.635   TiI    66.175 
 4276.680   FeI   100.869 
 4276.700   FeI   110.375 
 4276.790   NaI    39.597 
 4276.960    VI    90.281 
 4277.290  NdII    62.916 
 4277.373  ZrII    58.023 
 4277.410   FeI    98.066 
 4277.676   FeI    79.664 
 4278.149  FeII    41.191 
 4278.230   TiI    60.864 
 4278.230   FeI   122.483 
 4278.379   FeI    67.436 
 4278.680   MnI    39.284 
 4278.790   TiI    64.770 
 4279.090   FeI    43.976 
 4279.480   FeI    79.669 
 4279.550   MnI    48.014 
 4279.667  SmII    34.791 
 4279.744  SmII    36.020 
 4279.860   FeI   124.215 
 4279.930  ScII    32.034 
 4280.076   CrI    34.220 
 4280.078   TiI    45.885 
 4280.360   CrI    59.405 
 4280.410   CrI   101.819 
 4280.470   FeI    46.797 
 4280.491  GdII    33.182 
 4280.530   FeI    96.054 
 4280.785  SmII    46.706 
 4281.100   MnI   129.385 
 4281.370   TiI   124.300 
 4282.191   ZrI    33.683 
 4282.373   CrI    43.757 
 4282.400   FeI   348.432 
 4282.435  NdII    53.820 
 4282.700   TiI   113.498 
 4283.010   CaI   276.611 
 4283.062   FeI    57.891 
 4283.396   FeI    43.931 
 4283.867   FeI    59.378 
 4283.953   CrI    48.832 
 4284.037   CrI    51.563 
 4284.060    VI    93.773 
 4284.080   MnI    92.247 
 4284.208  CrII    40.315 
 4284.420   FeI    93.345 
 4284.520  NdII    32.913 
 4284.671   NiI    88.673 
 4284.717   CrI    62.633 
 4284.887   NiI    35.692 
 4284.990   TiI   125.928 
 4285.440   FeI   131.375 
 4285.775   CoI   109.099 
 4285.830   FeI    89.701 
 4286.010   TiI   163.346 
 4286.409    VI    30.276 
 4286.440   FeI    99.884 
 4286.510  ZrII    56.014 
 4286.839   FeI    70.361 
 4286.851   FeI    65.319 
 4286.974   FeI   108.417 
 4287.410   TiI   166.953 
 4287.840   NaI    98.447 
 4287.890  TiII   111.498 
 4287.945   FeI    96.012 
 4287.993   NiI   110.765 
 4288.150   TiI   106.820 
 4288.150   FeI   133.588 
 4288.151   TiI    32.029 
 4288.383   TiI    41.063 
 4288.558   CrI    43.380 
 4288.595   FeI    40.804 
 4288.960   FeI   104.852 
 4289.070   TiI   173.720 
 4289.295   FeI    51.960 
 4289.372   CaI   204.245 
 4289.720   CrI  1205.661 
 4289.904   FeI    79.296 
 4289.905   TiI    98.191 
 4289.940  CeII   108.059 
 4290.220  TiII   174.858 
 4290.227   FeI    33.912 
 4290.318   FeI    66.290 
 4290.353  TiII    97.162 
 4290.380   FeI   140.028 
 4290.870   FeI   135.377 
 4290.930   TiI   169.563 
 4291.066   TiI    98.330 
 4291.251   CaI    78.095 
 4291.465   FeI   174.986 
 4291.476   FeI   148.300 
 4291.820    VI    79.521 
 4291.941   CrI    48.380 
 4292.069   NiI    50.229 
 4292.130   FeI   119.724 
 4292.164   FeI    66.685 
 4292.290   FeI   137.585 
 4292.314   FeI    35.150 
 4292.341   NiI    56.582 
 4292.641   TiI    36.601 
 4293.117  ZrII    30.099 
 4293.570   CrI    61.765 
 4293.802   FeI    80.276 
 4294.038   FeI   137.433 
 4294.100  TiII   178.998 
 4294.120   FeI   766.605 
 4294.605    WI    34.116 
 4294.770  ScII   117.470 
 4294.789   ZrI    32.857 
 4294.908   FeI    35.511 
 4295.750   TiI   166.668 
 4295.760   CrI   103.984 
 4295.890   NiI    91.009 
 4296.054  LaII    36.589 
 4296.110    VI    69.219 
 4296.563  FeII    88.921 
 4296.670  CeII    87.729 
 4296.776  ZrII    64.197 
 4296.779  CeII    37.563 
 4297.030   CrI    58.584 
 4297.530   FeI    80.350 
 4297.680    VI    61.351 
 4297.708   RuI    51.455 
 4297.740   CrI   250.636 
 4297.766  PrII    40.876 
 4297.784  NdII    40.653 
 4298.030    VI    59.439 
 4298.040   FeI   139.060 
 4298.202   FeI    93.638 
 4298.660   TiI   180.522 
 4298.698   FeI    64.954 
 4298.760   NiI   102.545 
 4298.990   CaI   238.454 
 4299.228   TiI   130.769 
 4299.241   FeI   479.827 
 4299.246   FeI   140.073 
 4299.360  CeII    47.148 
 4299.470   FeI    88.888 
 4299.625   FeI    97.952 
 4299.640   TiI   150.620 
 4299.707   CrI    82.389 
 4299.831   FeI   105.767 
 4300.050  TiII   202.002 
 4300.190   MnI    31.061 
 4300.210   FeI    89.198 
 4300.330  CeII    49.687 
 4300.467   TiI    64.262 
 4300.498   CrI    70.590 
 4300.570   TiI   194.763 
 4300.830   FeI    98.210 
 4301.090   TiI   194.569 
 4301.177   CrI    84.008 
 4301.280   FeI    96.135 
 4301.930  TiII   158.054 
 4302.180   FeI   127.414 
 4302.530   CaI   414.491 
 4302.692   FeI    32.010 
 4302.951   TiI    81.990 
 4303.040   FeI    54.803 
 4303.170  FeII   104.512 
 4303.229   CoI    83.437 
 4303.480   FeI    80.466 
 4303.580  NdII   113.210 
 4304.434  NdII    32.046 
 4304.540   FeI   119.487 
 4304.865   FeI    69.948 
 4305.137   FeI    94.752 
 4305.140  CeII    30.580 
 4305.140  CeII    37.497 
 4305.217   FeI    85.622 
 4305.364   NiI    35.616 
 4305.450   CrI    77.972 
 4305.450   FeI   150.413 
 4305.450  SrII    77.519 
 4305.528   FeI    44.778 
 4305.613   FeI    80.508 
 4305.720  ScII   130.996 
 4305.746  PrII    47.964 
 4305.760   TiI    34.388 
 4305.910   TiI   228.173 
 4306.057   FeI    49.345 
 4306.080   FeI    91.194 
 4306.210    VI   115.658 
 4306.580   FeI    92.148 
 4306.682   FeI    36.449 
 4306.720  CeII    75.121 
 4306.726  CeII    57.517 
 4306.937   TiI   109.421 
 4307.180    VI   110.036 
 4307.270   NiI    37.227 
 4307.473   CrI    34.161 
 4307.740   CaI   237.986 
 4307.900  TiII   164.499 
 4307.900   FeI  1750.658 
 4308.046   FeI    80.555 
 4308.289   FeI    80.559 
 4308.464   TiI   102.020 
 4308.506   FeI    98.233 
 4308.529   FeI    70.145 
 4308.628  DyII    43.194 
 4308.914  ZrII    45.703 
 4309.030   FeI   121.443 
 4309.073   TiI    35.097 
 4309.383   FeI   161.642 
 4309.455   FeI   141.551 
 4309.630   YII   135.485 
 4309.735  CeII    40.904 
 4309.798   FeI    46.380 
 4309.800    VI   110.830 
 4310.066   FeI    30.715 
 4310.120   FeI   110.703 
 4310.344   TiI    98.005 
 4310.370   FeI    90.134 
 4310.543   FeI    48.060 
 4311.645   TiI    68.635 
 4312.136   FeI    58.780 
 4312.339   CaI    39.118 
 4312.550   MnI    90.574 
 4312.875  TiII   153.432 
 4314.080  ScII   183.400 
 4314.310  FeII    79.973 
 4314.360   TiI   143.233 
 4314.520  NdII    59.471 
 4314.730   TiI   112.079 
 4314.766   CrI    61.458 
 4314.804   TiI   158.157 
 4314.981  TiII   174.687 
 4315.098   FeI   236.453 
 4315.410  CeII    42.497 
 4316.790  TiII    96.057 
 4316.967   FeI    37.262 
 4317.040   FeI    44.298 
 4317.310  ZrII    80.005 
 4318.337   NiI    37.486 
 4318.630   TiI   125.577 
 4318.659   CaI   243.850 
 4318.927  SmII    45.747 
 4319.444   FeI    75.508 
 4319.640   CrI    68.578 
 4320.351   FeI    66.804 
 4320.588   CrI    52.414 
 4320.719  CeII    50.038 
 4320.750  ScII   194.341 
 4320.970  TiII   142.731 
 4321.231   CrI    46.418 
 4321.400   NaI    34.027 
 4321.472   CrI    51.087 
 4321.614   CrI    41.008 
 4321.660   TiI   101.654 
 4321.760   TiI   103.574 
 4321.798   FeI   112.380 
 4322.503  LaII    47.790 
 4322.510  LaII    55.188 
 4322.802   FeI    67.231 
 4322.903   FeI    54.551 
 4323.361   FeI    75.845 
 4323.406   TiI   103.766 
 4324.616   NaI    50.449 
 4324.790  CeII    37.465 
 4324.947   FeI   111.367 
 4325.010  ScII   183.650 
 4325.058   CrI    96.315 
 4325.130   TiI   113.698 
 4325.178   FeI    31.369 
 4325.352   NiI    81.126 
 4325.557  GdII    45.341 
 4325.570  GdII    44.386 
 4325.593   NiI   104.008 
 4325.636   CrI    34.124 
 4325.739   FeI   179.665 
 4325.760   FeI  1643.253 
 4325.760  NdII    38.555 
 4325.947   FeI   137.516 
 4326.360   TiI    92.725 
 4326.750   FeI   137.652 
 4326.917   FeI    56.779 
 4326.962   TiI   106.844 
 4327.090   FeI   135.753 
 4327.151  GdII    50.940 
 4327.784   FeI    52.517 
 4327.920   FeI   115.564 
 4327.932  NdII    53.920 
 4329.019  SmII    45.674 
 4329.032   FeI    64.751 
 4330.020    VI   131.954 
 4330.245  TiII    92.717 
 4330.450  CeII    34.859 
 4330.701   NiI    91.839 
 4330.710  TiII    88.971 
 4330.803   FeI   133.955 
 4330.820   FeI    81.198 
 4330.957   FeI    68.115 
 4331.224   CoI    36.080 
 4331.367   FeI    65.680 
 4331.425   FeI    32.514 
 4331.640   NiI   141.579 
 4331.760  CeII    31.791 
 4332.444   FeI    31.300 
 4332.566   CrI    82.704 
 4332.703  CeII    32.156 
 4332.820    VI    62.712 
 4333.421   FeI    48.509 
 4333.753  LaII    99.918 
 4333.763  LaII    55.350 
 4333.973  PrII    41.669 
 4334.077    VI    35.864 
 4334.144  SmII    36.216 
 4334.828   TiI    61.144 
 4335.889   FeI    32.889 
 4336.424   TiI    44.932 
 4336.598   FeI    33.585 
 4336.859   FeI    39.447 
 4336.876   TiI    64.308 
 4337.050   FeI   385.171 
 4337.290  TiII    66.805 
 4337.518   FeI    97.568 
 4337.570   CrI   212.185 
 4337.678   CrI    33.364 
 4337.780  CeII    79.032 
 4337.925  TiII   179.587 
 4338.260   FeI   140.195 
 4338.469   TiI    60.455 
 4338.789   CrI    42.490 
 4339.129   CoI   114.116 
 4339.450   CrI   241.757 
 4339.555  ZrII    41.380 
 4339.720   CrI   184.848 
 4340.122   CrI   102.486 
 4340.273   FeI    38.550 
 4340.489   FeI    71.437 
 4340.513   FeI    60.948 
 4341.010    VI   144.447 
 4341.168   CrI    36.826 
 4341.212   CrI    35.500 
 4341.235   FeI    49.636 
 4341.370  TiII    96.989 
 4342.180  GdII    42.360 
 4342.192    VI    43.127 
 4342.830    VI    38.911 
 4343.163   CrI    83.631 
 4343.180   FeI    59.559 
 4343.222   FeI    42.043 
 4343.231   FeI    64.377 
 4343.257   FeI   113.446 
 4343.700   FeI   110.452 
 4343.933   FeI    33.354 
 4344.290  TiII   128.901 
 4344.294  GdII    31.868 
 4344.500   FeI   133.283 
 4344.510   CrI   213.583 
 4344.891   FeI    58.237 
 4345.116   CrI    48.665 
 4346.052   TiI    30.575 
 4346.104   TiI    64.209 
 4346.197   FeI    56.568 
 4346.550   FeI   115.497 
 4346.830   CrI    93.609 
 4347.240   FeI   145.678 
 4347.683   FeI    63.362 
 4347.795  SmII    30.979 
 4347.850   FeI   103.289 
 4347.893   ZrI    42.907 
 4348.316   FeI    50.208 
 4348.940   FeI   111.509 
 4349.789  CeII    51.977 
 4349.790  CeII    45.988 
 4350.156   FeI    72.640 
 4350.800    VI    41.812 
 4350.830  TiII    87.553 
 4350.991   FeI    55.684 
 4351.050   CrI   183.195 
 4351.177   FeI    81.348 
 4351.290  NdII    31.224 
 4351.540   FeI   134.619 
 4351.769  FeII   147.031 
 4351.770   CrI   281.466 
 4351.842  PrII    37.201 
 4351.910   MgI   215.516 
 4352.707  CeII    47.640 
 4352.730   FeI   224.383 
 4352.870    VI   149.847 
 4353.517   FeI    64.083 
 4353.843   FeI    48.778 
 4353.978   CrI    54.804 
 4354.060   TiI    76.007 
 4354.267   FeI    45.798 
 4354.400  LaII    48.557 
 4354.412  LaII    32.335 
 4354.528   MgI    55.929 
 4354.610  ScII   116.204 
 4354.980    VI    38.760 
 4355.096   CaI   135.533 
 4355.302   TiI    96.734 
 4355.897   NiI    64.991 
 4355.940    VI   121.745 
 4356.273   TiI    41.470 
 4356.615   CrI    76.059 
 4356.746   CrI    67.700 
 4357.529   CrI    34.983 
 4357.939   FeI    39.878 
 4358.161  NdII    75.390 
 4358.170  NdII    70.763 
 4358.500   FeI   130.738 
 4358.646   CrI    40.279 
 4358.684   FeI    77.563 
 4358.730   YII   115.217 
 4358.939   FeI    53.711 
 4359.250  NdII    31.472 
 4359.572   NiI    99.983 
 4359.630   CrI   196.260 
 4359.740  ZrII    64.466 
 4360.003   CrI    50.140 
 4360.490   TiI    87.189 
 4360.810   FeI    91.560 
 4361.128   TiI    83.396 
 4362.952   CrI    46.339 
 4363.133   CrI    79.203 
 4363.530    VI    67.604 
 4363.669   FeI    68.289 
 4364.660  CeII    52.858 
 4365.532   FeI    69.871 
 4365.900   FeI   108.970 
 4366.385  NdII    38.285 
 4367.273   FeI    61.910 
 4367.594   FeI   117.270 
 4367.660  TiII    63.693 
 4367.900   FeI   162.088 
 4367.903   FeI   190.011 
 4368.040    VI   108.417 
 4368.131   FeI    64.943 
 4368.269   CrI    71.493 
 4368.302   NiI    55.459 
 4368.334  PrII    42.523 
 4368.628   CrI    32.818 
 4368.654   FeI    56.126 
 4369.400  FeII    58.748 
 4369.574   TiI    45.409 
 4369.682   TiI    90.958 
 4369.729   FeI    58.464 
 4369.779   FeI   154.324 
 4370.032   NiI    61.646 
 4370.947  ZrII    62.120 
 4370.950  ZrII    65.410 
 4370.985   FeI   102.519 
 4371.280   CrI   182.286 
 4372.195   RuI    38.609 
 4372.380   TiI    80.296 
 4372.588   FeI    40.366 
 4372.854   SiI    48.957 
 4372.990   FeI    75.299 
 4373.250   CrI   134.839 
 4373.535   FeI    79.053 
 4373.562   FeI   114.878 
 4373.628   CoI    41.605 
 4373.804    VI    38.279 
 4373.814  CeII    36.352 
 4373.820  CeII    33.002 
 4374.160   CrI   117.035 
 4374.394   FeI    59.473 
 4374.472  ScII   158.858 
 4374.500   FeI    90.753 
 4374.589   TiI   103.242 
 4374.825  TiII    92.726 
 4374.907   CoI    32.955 
 4374.944   YII   141.586 
 4375.039  NdII   101.328 
 4375.330   CrI    87.034 
 4375.332  TiII    50.127 
 4375.481   FeI    55.459 
 4375.546   CoI    40.691 
 4375.656   TiI    44.152 
 4375.919  CeII    47.591 
 4375.920  CeII    97.115 
 4375.930   FeI   699.133 
 4375.985   FeI   126.330 
 4376.777   FeI   104.498 
 4376.796   FeI    47.790 
 4377.550   CrI    65.989 
 4377.800   FeI    89.954 
 4378.341   FeI    68.296 
 4379.240    VI   226.128 
 4379.780  ZrII    80.949 
 4380.060  CeII    88.708 
 4380.068   CoI    46.379 
 4380.376   MgI    57.682 
 4380.543    VI    32.899 
 4380.917   TiI    36.347 
 4380.959    VI    37.257 
 4381.084   FeI    52.926 
 4381.110   CrI    88.371 
 4382.170  CeII    68.725 
 4382.770   FeI   112.002 
 4382.849   CrI    54.503 
 4382.870   NiI    36.641 
 4382.928   FeI    36.167 
 4383.550   FeI  3283.533 
 4384.190    VI    44.025 
 4384.325  FeII    60.716 
 4384.531   NiI    79.351 
 4384.680   FeI   124.505 
 4384.706    VI    98.598 
 4384.720    VI   177.176 
 4384.810  ScII   118.852 
 4384.980   CrI   172.743 
 4385.254   FeI    92.613 
 4385.380  FeII    94.749 
 4385.660  NdII    68.927 
 4386.827  CeII    59.077 
 4386.860  TiII    91.639 
 4387.365   CrI    54.912 
 4387.379   TiI    83.798 
 4387.446   TiI    72.004 
 4387.500   CrI    84.812 
 4387.899   FeI   138.950 
 4388.072   TiI    59.259 
 4388.410   FeI   146.982 
 4388.729   FeI    91.760 
 4389.240   FeI   195.111 
 4389.858   NiI    48.217 
 4389.937   CrI    69.486 
 4389.970    VI   164.829 
 4390.030   NaI    78.419 
 4390.228   TiI    90.067 
 4390.312   NiI    48.295 
 4390.439   RuI    30.154 
 4390.460   FeI    95.901 
 4390.855  SmII    42.157 
 4390.950   FeI   134.494 
 4391.033  TiII    98.298 
 4391.100  NdII    78.131 
 4391.563   CoI    37.387 
 4391.660  CeII    87.535 
 4391.750   CrI   132.529 
 4391.870   FeI    56.977 
 4392.070    VI    75.149 
 4392.304   FeI    52.917 
 4392.560   SiI    61.290 
 4393.032   FeI    46.669 
 4393.271   MnI    85.464 
 4393.340   NaI    64.573 
 4393.608   FeI    76.828 
 4393.840    VI    39.468 
 4393.923   TiI   100.588 
 4394.060  TiII   142.914 
 4394.720  GdII    37.482 
 4394.837   CrI    45.830 
 4394.872   TiI    94.124 
 4395.040  TiII   224.002 
 4395.230    VI   202.580 
 4395.290   FeI    64.005 
 4395.396   CrI    30.793 
 4395.487   FeI    81.214 
 4395.850  TiII   122.778 
 4397.250   CrI    65.025 
 4398.020   YII   124.910 
 4398.079   TiI    89.057 
 4398.174   FeI    64.105 
 4398.288   TiI    79.921 
 4398.306  TiII    81.944 
 4398.616   NiI    43.601 
 4399.200  CeII    63.056 
 4399.593   NiI    64.234 
 4399.778  TiII   163.499 
 4399.820   CrI    64.276 
 4400.398  ScII   170.425 
 4400.580    VI   167.725 
 4400.830  NdII    48.911 
 4400.858   NiI    65.939 
 4400.870  CeII    56.484 
 4401.022   FeI   106.097 
 4401.290   FeI   135.683 
 4401.451   FeI   133.865 
 4401.550   NiI   165.423 
 4402.668   CoI    31.827 
 4403.180   MnI    90.650 
 4403.340  ZrII    48.361 
 4403.365   CrI    83.179 
 4403.487   CrI    56.390 
 4403.972   FeI    69.207 
 4404.085   FeI    45.348 
 4404.284   TiI   108.255 
 4404.397   TiI   118.218 
 4404.761   FeI  2140.985 
 4404.894   TiI    88.464 
 4404.998    VI    37.511 
 4405.010    VI    43.783 
 4405.021   FeI   149.770 
 4405.389   FeI    34.379 
 4405.680   TiI   113.501 
 4406.072    VI    72.568 
 4406.120   FeI    63.837 
 4406.150    VI    69.203 
 4406.161    VI    33.847 
 4406.640    VI   161.693 
 4406.991   FeI    62.086 
 4407.234   FeI    30.998 
 4407.280  CeII    30.527 
 4407.637    VI   136.557 
